modified,created,deleted,renamed,total,mod_ratio,rename_ratio,rate,label
618,152,150,148,136,4.544117647058823,1.088235294117647,27.2,wannacry
619,152,150,148,136,4.551470588235294,1.088235294117647,27.2,wannacry
620,152,150,148,136,4.5588235294117645,1.088235294117647,27.2,wannacry
620,152,150,149,135,4.592592592592593,1.1037037037037036,27.0,wannacry
621,152,150,149,135,4.6,1.1037037037037036,27.0,wannacry
621,152,151,149,135,4.6,1.1037037037037036,27.0,wannacry
622,152,151,149,136,4.573529411764706,1.0955882352941178,27.2,wannacry
622,153,151,149,136,4.573529411764706,1.0955882352941178,27.2,wannacry
623,153,151,149,135,4.614814814814815,1.1037037037037036,27.0,wannacry
624,153,151,149,135,4.622222222222222,1.1037037037037036,27.0,wannacry
624,153,151,150,135,4.622222222222222,1.1111111111111112,27.0,wannacry
625,153,151,150,135,4.62962962962963,1.1111111111111112,27.0,wannacry
625,153,152,150,135,4.62962962962963,1.1111111111111112,27.0,wannacry
626,153,152,150,136,4.602941176470588,1.1029411764705883,27.2,wannacry
626,154,152,150,136,4.602941176470588,1.1029411764705883,27.2,wannacry
627,154,152,150,136,4.610294117647059,1.1029411764705883,27.2,wannacry
628,154,152,150,136,4.617647058823529,1.1029411764705883,27.2,wannacry
628,154,152,151,136,4.617647058823529,1.1102941176470589,27.2,wannacry
629,154,152,151,135,4.659259259259259,1.1185185185185185,27.0,wannacry
629,154,153,151,136,4.625,1.1102941176470589,27.2,wannacry
630,154,153,151,136,4.632352941176471,1.1102941176470589,27.2,wannacry
630,155,153,151,136,4.632352941176471,1.1102941176470589,27.2,wannacry
631,155,153,151,136,4.639705882352941,1.1102941176470589,27.2,wannacry
632,155,153,151,135,4.681481481481481,1.1185185185185185,27.0,wannacry
632,155,153,152,136,4.647058823529412,1.1176470588235294,27.2,wannacry
633,155,153,152,135,4.688888888888889,1.125925925925926,27.0,wannacry
633,155,154,152,136,4.654411764705882,1.1176470588235294,27.2,wannacry
634,155,154,152,136,4.661764705882353,1.1176470588235294,27.2,wannacry
634,156,154,152,136,4.661764705882353,1.1176470588235294,27.2,wannacry
635,156,154,152,136,4.669117647058823,1.1176470588235294,27.2,wannacry
636,156,154,152,136,4.676470588235294,1.1176470588235294,27.2,wannacry
636,156,154,153,136,4.676470588235294,1.125,27.2,wannacry
637,156,154,153,135,4.718518518518518,1.1333333333333333,27.0,wannacry
637,156,155,153,136,4.6838235294117645,1.125,27.2,wannacry
638,156,155,153,136,4.6911764705882355,1.125,27.2,wannacry
638,157,155,153,136,4.6911764705882355,1.125,27.2,wannacry
639,157,155,153,136,4.698529411764706,1.125,27.2,wannacry
640,157,155,153,136,4.705882352941177,1.125,27.2,wannacry
640,157,155,154,136,4.705882352941177,1.1323529411764706,27.2,wannacry
641,157,155,154,135,4.7481481481481485,1.1407407407407408,27.0,wannacry
641,157,156,154,136,4.713235294117647,1.1323529411764706,27.2,wannacry
642,157,156,154,136,4.720588235294118,1.1323529411764706,27.2,wannacry
642,158,156,154,136,4.720588235294118,1.1323529411764706,27.2,wannacry
643,158,156,154,136,4.727941176470588,1.1323529411764706,27.2,wannacry
644,158,156,154,136,4.735294117647059,1.1323529411764706,27.2,wannacry
644,158,156,155,136,4.735294117647059,1.1397058823529411,27.2,wannacry
645,158,156,155,135,4.777777777777778,1.148148148148148,27.0,wannacry
645,158,157,155,136,4.742647058823529,1.1397058823529411,27.2,wannacry
646,158,157,155,136,4.75,1.1397058823529411,27.2,wannacry
646,159,157,155,136,4.75,1.1397058823529411,27.2,wannacry
647,159,157,155,136,4.757352941176471,1.1397058823529411,27.2,wannacry
648,159,157,155,136,4.764705882352941,1.1397058823529411,27.2,wannacry
648,159,157,156,135,4.8,1.1555555555555554,27.0,wannacry
649,159,157,156,135,4.807407407407408,1.1555555555555554,27.0,wannacry
649,159,158,156,136,4.772058823529412,1.1470588235294117,27.2,wannacry
650,159,158,156,136,4.779411764705882,1.1470588235294117,27.2,wannacry
650,160,158,156,136,4.779411764705882,1.1470588235294117,27.2,wannacry
651,160,158,156,136,4.786764705882353,1.1470588235294117,27.2,wannacry
652,160,158,156,136,4.794117647058823,1.1470588235294117,27.2,wannacry
652,160,158,157,135,4.82962962962963,1.162962962962963,27.0,wannacry
653,160,158,157,135,4.837037037037037,1.162962962962963,27.0,wannacry
653,160,159,157,136,4.801470588235294,1.1544117647058822,27.2,wannacry
654,160,159,157,136,4.8088235294117645,1.1544117647058822,27.2,wannacry
654,161,159,157,136,4.8088235294117645,1.1544117647058822,27.2,wannacry
655,161,159,157,136,4.8161764705882355,1.1544117647058822,27.2,wannacry
656,161,159,157,136,4.823529411764706,1.1544117647058822,27.2,wannacry
656,161,159,158,136,4.823529411764706,1.161764705882353,27.2,wannacry
657,161,159,158,136,4.830882352941177,1.161764705882353,27.2,wannacry
657,161,160,158,136,4.830882352941177,1.161764705882353,27.2,wannacry
658,161,160,158,136,4.838235294117647,1.161764705882353,27.2,wannacry
658,162,160,158,136,4.838235294117647,1.161764705882353,27.2,wannacry
659,162,160,158,136,4.845588235294118,1.161764705882353,27.2,wannacry
660,162,160,158,136,4.852941176470588,1.161764705882353,27.2,wannacry
660,162,160,159,136,4.852941176470588,1.1691176470588236,27.2,wannacry
661,162,160,159,136,4.860294117647059,1.1691176470588236,27.2,wannacry
661,162,161,159,136,4.860294117647059,1.1691176470588236,27.2,wannacry
662,162,161,159,136,4.867647058823529,1.1691176470588236,27.2,wannacry
662,163,161,159,136,4.867647058823529,1.1691176470588236,27.2,wannacry
663,163,161,159,136,4.875,1.1691176470588236,27.2,wannacry
664,163,161,159,136,4.882352941176471,1.1691176470588236,27.2,wannacry
664,163,161,160,135,4.9185185185185185,1.1851851851851851,27.0,wannacry
665,163,161,160,135,4.925925925925926,1.1851851851851851,27.0,wannacry
665,163,162,160,136,4.889705882352941,1.1764705882352942,27.2,wannacry
666,163,162,160,136,4.897058823529412,1.1764705882352942,27.2,wannacry
666,164,162,160,136,4.897058823529412,1.1764705882352942,27.2,wannacry
667,164,162,160,136,4.904411764705882,1.1764705882352942,27.2,wannacry
668,164,162,160,136,4.911764705882353,1.1764705882352942,27.2,wannacry
668,164,162,161,136,4.911764705882353,1.1838235294117647,27.2,wannacry
669,164,162,161,136,4.919117647058823,1.1838235294117647,27.2,wannacry
669,164,163,161,136,4.919117647058823,1.1838235294117647,27.2,wannacry
670,164,163,161,136,4.926470588235294,1.1838235294117647,27.2,wannacry
670,165,163,161,136,4.926470588235294,1.1838235294117647,27.2,wannacry
671,165,163,161,136,4.9338235294117645,1.1838235294117647,27.2,wannacry
672,165,163,161,136,4.9411764705882355,1.1838235294117647,27.2,wannacry
672,165,163,162,136,4.9411764705882355,1.1911764705882353,27.2,wannacry
673,165,163,162,135,4.985185185185185,1.2,27.0,wannacry
673,165,164,162,136,4.948529411764706,1.1911764705882353,27.2,wannacry
674,165,164,162,136,4.955882352941177,1.1911764705882353,27.2,wannacry
674,166,164,162,136,4.955882352941177,1.1911764705882353,27.2,wannacry
675,166,164,162,136,4.963235294117647,1.1911764705882353,27.2,wannacry
676,166,164,162,136,4.970588235294118,1.1911764705882353,27.2,wannacry
676,166,164,163,136,4.970588235294118,1.1985294117647058,27.2,wannacry
677,166,164,163,135,5.014814814814815,1.2074074074074077,27.0,wannacry
677,166,165,163,136,4.977941176470588,1.1985294117647058,27.2,wannacry
678,166,165,163,136,4.985294117647059,1.1985294117647058,27.2,wannacry
678,167,165,163,136,4.985294117647059,1.1985294117647058,27.2,wannacry
679,167,165,163,136,4.992647058823529,1.1985294117647058,27.2,wannacry
680,167,165,163,136,5.0,1.1985294117647058,27.2,wannacry
680,167,165,164,136,5.0,1.2058823529411764,27.2,wannacry
681,167,165,164,136,5.007352941176471,1.2058823529411764,27.2,wannacry
681,167,166,164,136,5.007352941176471,1.2058823529411764,27.2,wannacry
682,167,166,164,136,5.014705882352941,1.2058823529411764,27.2,wannacry
682,168,166,164,136,5.014705882352941,1.2058823529411764,27.2,wannacry
683,168,166,164,136,5.022058823529412,1.2058823529411764,27.2,wannacry
684,168,166,164,136,5.029411764705882,1.2058823529411764,27.2,wannacry
684,168,166,165,136,5.029411764705882,1.213235294117647,27.2,wannacry
685,168,166,165,135,5.074074074074074,1.2222222222222223,27.0,wannacry
685,168,167,165,135,5.074074074074074,1.2222222222222223,27.0,wannacry
686,168,167,165,136,5.044117647058823,1.213235294117647,27.2,wannacry
686,169,167,165,136,5.044117647058823,1.213235294117647,27.2,wannacry
687,169,167,165,135,5.088888888888889,1.2222222222222223,27.0,wannacry
688,169,167,165,135,5.0962962962962965,1.2222222222222223,27.0,wannacry
688,169,167,166,136,5.0588235294117645,1.2205882352941178,27.2,wannacry
689,169,167,166,135,5.103703703703704,1.2296296296296296,27.0,wannacry
689,169,168,166,136,5.0661764705882355,1.2205882352941178,27.2,wannacry
690,169,168,166,136,5.073529411764706,1.2205882352941178,27.2,wannacry
690,170,168,166,136,5.073529411764706,1.2205882352941178,27.2,wannacry
691,170,168,166,136,5.080882352941177,1.2205882352941178,27.2,wannacry
692,170,168,166,136,5.088235294117647,1.2205882352941178,27.2,wannacry
692,170,168,167,136,5.088235294117647,1.2279411764705883,27.2,wannacry
693,170,168,167,136,5.095588235294118,1.2279411764705883,27.2,wannacry
693,170,169,167,136,5.095588235294118,1.2279411764705883,27.2,wannacry
694,170,169,167,136,5.102941176470588,1.2279411764705883,27.2,wannacry
694,171,169,167,136,5.102941176470588,1.2279411764705883,27.2,wannacry
695,171,169,167,135,5.148148148148148,1.237037037037037,27.0,wannacry
696,171,169,167,136,5.117647058823529,1.2279411764705883,27.2,wannacry
696,171,169,168,135,5.155555555555556,1.2444444444444445,27.0,wannacry
697,171,169,168,135,5.162962962962963,1.2444444444444445,27.0,wannacry
697,171,170,168,135,5.162962962962963,1.2444444444444445,27.0,wannacry
698,171,170,168,136,5.132352941176471,1.2352941176470589,27.2,wannacry
698,172,170,168,136,5.132352941176471,1.2352941176470589,27.2,wannacry
699,172,170,168,136,5.139705882352941,1.2352941176470589,27.2,wannacry
700,172,170,168,136,5.147058823529412,1.2352941176470589,27.2,wannacry
700,172,170,169,136,5.147058823529412,1.2426470588235294,27.2,wannacry
701,172,170,169,135,5.192592592592592,1.2518518518518518,27.0,wannacry
701,172,171,169,135,5.192592592592592,1.2518518518518518,27.0,wannacry
702,172,171,169,135,5.2,1.2518518518518518,27.0,wannacry
702,173,171,169,135,5.2,1.2518518518518518,27.0,wannacry
703,173,171,169,135,5.207407407407407,1.2518518518518518,27.0,wannacry
704,173,171,169,135,5.214814814814815,1.2518518518518518,27.0,wannacry
704,173,171,170,135,5.214814814814815,1.2592592592592593,27.0,wannacry
705,173,171,170,135,5.222222222222222,1.2592592592592593,27.0,wannacry
705,173,172,170,135,5.222222222222222,1.2592592592592593,27.0,wannacry
706,173,172,170,135,5.229629629629629,1.2592592592592593,27.0,wannacry
706,174,172,170,135,5.229629629629629,1.2592592592592593,27.0,wannacry
707,174,172,170,135,5.237037037037037,1.2592592592592593,27.0,wannacry
708,174,172,170,135,5.2444444444444445,1.2592592592592593,27.0,wannacry
708,174,172,171,135,5.2444444444444445,1.2666666666666666,27.0,wannacry
709,174,172,171,135,5.2518518518518515,1.2666666666666666,27.0,wannacry
709,174,173,171,135,5.2518518518518515,1.2666666666666666,27.0,wannacry
710,174,173,171,135,5.2592592592592595,1.2666666666666666,27.0,wannacry
710,175,173,171,135,5.2592592592592595,1.2666666666666666,27.0,wannacry
711,175,173,171,135,5.266666666666667,1.2666666666666666,27.0,wannacry
712,175,173,171,135,5.274074074074074,1.2666666666666666,27.0,wannacry
712,175,173,172,135,5.274074074074074,1.274074074074074,27.0,wannacry
713,175,173,172,135,5.281481481481482,1.274074074074074,27.0,wannacry
713,175,174,172,135,5.281481481481482,1.274074074074074,27.0,wannacry
714,175,174,172,135,5.288888888888889,1.274074074074074,27.0,wannacry
714,176,174,172,135,5.288888888888889,1.274074074074074,27.0,wannacry
715,176,174,172,135,5.296296296296297,1.274074074074074,27.0,wannacry
716,176,174,172,135,5.303703703703704,1.274074074074074,27.0,wannacry
716,176,174,173,135,5.303703703703704,1.2814814814814814,27.0,wannacry
717,176,174,173,135,5.311111111111111,1.2814814814814814,27.0,wannacry
717,176,175,173,135,5.311111111111111,1.2814814814814814,27.0,wannacry
718,176,175,173,135,5.318518518518519,1.2814814814814814,27.0,wannacry
718,177,175,173,135,5.318518518518519,1.2814814814814814,27.0,wannacry
719,177,175,173,135,5.325925925925926,1.2814814814814814,27.0,wannacry
720,177,175,173,135,5.333333333333333,1.2814814814814814,27.0,wannacry
720,177,175,174,135,5.333333333333333,1.288888888888889,27.0,wannacry
721,177,175,174,135,5.340740740740741,1.288888888888889,27.0,wannacry
721,177,176,174,135,5.340740740740741,1.288888888888889,27.0,wannacry
722,177,176,174,136,5.3088235294117645,1.2794117647058822,27.2,wannacry
722,178,176,174,136,5.3088235294117645,1.2794117647058822,27.2,wannacry
723,178,176,174,135,5.355555555555555,1.288888888888889,27.0,wannacry
724,178,176,174,135,5.362962962962963,1.288888888888889,27.0,wannacry
724,178,176,175,135,5.362962962962963,1.2962962962962965,27.0,wannacry
725,178,176,175,135,5.37037037037037,1.2962962962962965,27.0,wannacry
725,178,177,175,135,5.37037037037037,1.2962962962962965,27.0,wannacry
726,178,177,175,136,5.338235294117647,1.286764705882353,27.2,wannacry
726,179,177,175,135,5.377777777777778,1.2962962962962965,27.0,wannacry
727,179,177,175,135,5.385185185185185,1.2962962962962965,27.0,wannacry
728,179,177,175,135,5.392592592592592,1.2962962962962965,27.0,wannacry
728,179,177,176,135,5.392592592592592,1.3037037037037038,27.0,wannacry
729,179,177,176,135,5.4,1.3037037037037038,27.0,wannacry
729,179,178,176,135,5.4,1.3037037037037038,27.0,wannacry
730,179,178,176,136,5.367647058823529,1.2941176470588236,27.2,wannacry
730,180,178,176,135,5.407407407407407,1.3037037037037038,27.0,wannacry
731,180,178,176,135,5.4148148148148145,1.3037037037037038,27.0,wannacry
732,180,178,176,135,5.4222222222222225,1.3037037037037038,27.0,wannacry
732,180,178,177,135,5.4222222222222225,1.3111111111111111,27.0,wannacry
733,180,178,177,135,5.42962962962963,1.3111111111111111,27.0,wannacry
733,180,179,177,135,5.42962962962963,1.3111111111111111,27.0,wannacry
734,180,179,177,136,5.397058823529412,1.3014705882352942,27.2,wannacry
734,181,179,177,135,5.437037037037037,1.3111111111111111,27.0,wannacry
735,181,179,177,135,5.444444444444445,1.3111111111111111,27.0,wannacry
736,181,179,177,135,5.451851851851852,1.3111111111111111,27.0,wannacry
736,181,179,178,135,5.451851851851852,1.3185185185185184,27.0,wannacry
737,181,179,178,135,5.45925925925926,1.3185185185185184,27.0,wannacry
737,181,180,178,135,5.45925925925926,1.3185185185185184,27.0,wannacry
738,181,180,178,136,5.426470588235294,1.3088235294117647,27.2,wannacry
738,182,180,178,136,5.426470588235294,1.3088235294117647,27.2,wannacry
739,182,180,178,135,5.474074074074074,1.3185185185185184,27.0,wannacry
740,182,180,178,135,5.481481481481482,1.3185185185185184,27.0,wannacry
740,182,180,179,134,5.522388059701493,1.335820895522388,26.8,wannacry
741,182,180,179,134,5.529850746268656,1.335820895522388,26.8,wannacry
741,182,181,179,134,5.529850746268656,1.335820895522388,26.8,wannacry
742,182,181,179,134,5.537313432835821,1.335820895522388,26.8,wannacry
742,183,181,179,135,5.496296296296296,1.325925925925926,27.0,wannacry
743,183,181,179,135,5.503703703703704,1.325925925925926,27.0,wannacry
744,183,181,179,136,5.470588235294118,1.3161764705882353,27.2,wannacry
744,183,181,180,136,5.470588235294118,1.3235294117647058,27.2,wannacry
745,183,181,180,136,5.477941176470588,1.3235294117647058,27.2,wannacry
745,183,182,180,137,5.437956204379562,1.313868613138686,27.4,wannacry
746,183,182,180,137,5.445255474452555,1.313868613138686,27.4,wannacry
746,184,182,180,138,5.405797101449275,1.3043478260869563,27.6,wannacry
747,184,182,180,138,5.413043478260869,1.3043478260869563,27.6,wannacry
748,184,182,180,139,5.381294964028777,1.2949640287769784,27.8,wannacry
748,184,182,181,137,5.45985401459854,1.3211678832116789,27.4,wannacry
749,184,182,181,136,5.507352941176471,1.3308823529411764,27.2,wannacry
749,184,183,181,133,5.631578947368421,1.3609022556390975,26.6,wannacry
750,184,183,181,132,5.681818181818182,1.371212121212121,26.4,wannacry
750,185,183,181,132,5.681818181818182,1.371212121212121,26.4,wannacry
751,185,183,181,132,5.6893939393939394,1.371212121212121,26.4,wannacry
752,185,183,181,133,5.654135338345864,1.3609022556390975,26.6,wannacry
752,185,183,182,134,5.611940298507463,1.3582089552238803,26.8,wannacry
753,185,183,182,134,5.619402985074627,1.3582089552238803,26.8,wannacry
753,185,184,182,135,5.5777777777777775,1.348148148148148,27.0,wannacry
754,185,184,182,135,5.5851851851851855,1.348148148148148,27.0,wannacry
754,186,184,182,136,5.544117647058823,1.338235294117647,27.2,wannacry
755,186,184,182,136,5.551470588235294,1.338235294117647,27.2,wannacry
756,186,184,182,137,5.518248175182482,1.3284671532846717,27.4,wannacry
756,186,184,183,138,5.478260869565218,1.326086956521739,27.6,wannacry
757,186,184,183,138,5.4855072463768115,1.326086956521739,27.6,wannacry
757,186,185,183,139,5.446043165467626,1.316546762589928,27.8,wannacry
758,186,185,183,139,5.453237410071942,1.316546762589928,27.8,wannacry
758,187,185,183,140,5.414285714285715,1.3071428571428572,28.0,wannacry
759,187,185,183,141,5.382978723404255,1.297872340425532,28.2,wannacry
760,187,185,183,141,5.390070921985815,1.297872340425532,28.2,wannacry
760,187,185,184,142,5.352112676056338,1.295774647887324,28.4,wannacry
761,187,185,184,142,5.359154929577465,1.295774647887324,28.4,wannacry
761,187,186,184,143,5.321678321678322,1.2867132867132869,28.6,wannacry
762,187,186,184,144,5.291666666666667,1.2777777777777777,28.8,wannacry
762,188,186,184,144,5.291666666666667,1.2777777777777777,28.8,wannacry
763,188,186,184,145,5.2620689655172415,1.2689655172413794,29.0,wannacry
764,188,186,184,145,5.268965517241379,1.2689655172413794,29.0,wannacry
764,188,186,185,146,5.232876712328767,1.2671232876712328,29.2,wannacry
765,188,186,185,147,5.204081632653061,1.2585034013605445,29.4,wannacry
765,188,187,185,147,5.204081632653061,1.2585034013605445,29.4,wannacry
766,188,187,185,148,5.175675675675675,1.25,29.6,wannacry
766,189,187,185,148,5.175675675675675,1.25,29.6,wannacry
767,189,187,185,149,5.147651006711409,1.2416107382550337,29.8,wannacry
768,189,187,185,150,5.12,1.2333333333333334,30.0,wannacry
768,189,187,186,150,5.12,1.24,30.0,wannacry
769,189,187,186,151,5.0927152317880795,1.2317880794701987,30.2,wannacry
769,189,188,186,151,5.0927152317880795,1.2317880794701987,30.2,wannacry
770,189,188,186,152,5.065789473684211,1.2236842105263157,30.4,wannacry
770,190,188,186,152,5.065789473684211,1.2236842105263157,30.4,wannacry
771,190,188,186,153,5.03921568627451,1.2156862745098038,30.6,wannacry
772,190,188,186,154,5.012987012987013,1.207792207792208,30.8,wannacry
772,190,188,187,154,5.012987012987013,1.2142857142857142,30.8,wannacry
773,190,188,187,155,4.987096774193549,1.206451612903226,31.0,wannacry
773,190,189,187,156,4.955128205128205,1.198717948717949,31.2,wannacry
774,190,189,187,156,4.961538461538462,1.198717948717949,31.2,wannacry
774,191,189,187,157,4.929936305732484,1.1910828025477709,31.4,wannacry
775,191,189,187,157,4.936305732484076,1.1910828025477709,31.4,wannacry
776,191,189,187,158,4.9113924050632916,1.1835443037974684,31.6,wannacry
776,191,189,188,159,4.880503144654088,1.1823899371069182,31.8,wannacry
777,191,189,188,159,4.886792452830188,1.1823899371069182,31.8,wannacry
777,191,190,188,160,4.85625,1.175,32.0,wannacry
778,191,190,188,160,4.8625,1.175,32.0,wannacry
778,192,190,188,161,4.832298136645963,1.1677018633540373,32.2,wannacry
779,192,190,188,161,4.838509316770186,1.1677018633540373,32.2,wannacry
780,192,190,188,162,4.814814814814815,1.160493827160494,32.4,wannacry
780,192,190,189,163,4.785276073619632,1.1595092024539877,32.6,wannacry
781,192,190,189,163,4.791411042944786,1.1595092024539877,32.6,wannacry
781,192,191,189,164,4.762195121951219,1.1524390243902438,32.8,wannacry
782,192,191,189,165,4.739393939393939,1.1454545454545455,33.0,wannacry
782,193,191,189,165,4.739393939393939,1.1454545454545455,33.0,wannacry
783,193,191,189,166,4.716867469879518,1.1385542168674698,33.2,wannacry
784,193,191,189,167,4.6946107784431135,1.1317365269461075,33.4,wannacry
784,193,191,190,167,4.6946107784431135,1.1377245508982037,33.4,wannacry
785,193,191,190,168,4.6726190476190474,1.130952380952381,33.6,wannacry
785,193,192,190,168,4.6726190476190474,1.130952380952381,33.6,wannacry
786,193,192,190,169,4.650887573964497,1.1242603550295858,33.8,wannacry
786,194,192,190,169,4.650887573964497,1.1242603550295858,33.8,wannacry
787,194,192,190,170,4.629411764705883,1.1176470588235294,34.0,wannacry
788,194,192,190,170,4.635294117647059,1.1176470588235294,34.0,wannacry
788,194,192,191,171,4.608187134502924,1.1169590643274854,34.2,wannacry
789,194,192,191,172,4.587209302325581,1.1104651162790695,34.4,wannacry
789,194,193,191,172,4.587209302325581,1.1104651162790695,34.4,wannacry
790,194,193,191,173,4.566473988439307,1.1040462427745663,34.6,wannacry
790,195,193,191,174,4.540229885057471,1.0977011494252873,34.8,wannacry
791,195,193,191,174,4.545977011494253,1.0977011494252873,34.8,wannacry
792,195,193,191,175,4.525714285714286,1.0914285714285714,35.0,wannacry
792,195,193,192,175,4.525714285714286,1.0971428571428572,35.0,wannacry
793,195,193,192,176,4.505681818181818,1.0909090909090908,35.2,wannacry
793,195,194,192,177,4.480225988700565,1.0847457627118644,35.4,wannacry
794,195,194,192,177,4.4858757062146895,1.0847457627118644,35.4,wannacry
794,196,194,192,178,4.46067415730337,1.0786516853932584,35.6,wannacry
795,196,194,192,179,4.441340782122905,1.0726256983240223,35.8,wannacry
796,196,194,192,179,4.446927374301676,1.0726256983240223,35.8,wannacry
796,196,194,193,180,4.4222222222222225,1.0722222222222222,36.0,wannacry
797,196,194,193,180,4.427777777777778,1.0722222222222222,36.0,wannacry
797,196,195,193,181,4.403314917127072,1.0662983425414363,36.2,wannacry
798,196,195,193,181,4.4088397790055245,1.0662983425414363,36.2,wannacry
798,197,195,193,182,4.384615384615385,1.0604395604395604,36.4,wannacry
799,197,195,193,183,4.366120218579235,1.0546448087431697,36.6,wannacry
800,197,195,193,184,4.3478260869565215,1.048913043478261,36.8,wannacry
800,197,195,194,184,4.3478260869565215,1.0543478260869563,36.8,wannacry
801,197,195,194,184,4.353260869565218,1.0543478260869563,36.8,wannacry
801,197,196,194,185,4.3297297297297295,1.0486486486486486,37.0,wannacry
802,197,196,194,186,4.311827956989247,1.043010752688172,37.2,wannacry
802,198,196,194,187,4.288770053475936,1.0374331550802138,37.4,wannacry
803,198,196,194,187,4.294117647058823,1.0374331550802138,37.4,wannacry
804,198,196,194,188,4.276595744680851,1.0319148936170213,37.6,wannacry
804,198,196,195,189,4.253968253968254,1.031746031746032,37.8,wannacry
805,198,196,195,189,4.2592592592592595,1.031746031746032,37.8,wannacry
805,198,197,195,190,4.2368421052631575,1.0263157894736843,38.0,wannacry
806,198,197,195,190,4.242105263157895,1.0263157894736843,38.0,wannacry
806,199,197,195,191,4.219895287958115,1.0209424083769634,38.2,wannacry
807,199,197,195,191,4.225130890052356,1.0209424083769634,38.2,wannacry
808,199,197,195,192,4.208333333333333,1.015625,38.4,wannacry
808,199,197,196,192,4.208333333333333,1.0208333333333333,38.4,wannacry
809,199,197,196,193,4.191709844559585,1.0155440414507773,38.6,wannacry
809,199,198,196,194,4.170103092783505,1.0103092783505154,38.8,wannacry
810,199,198,196,194,4.175257731958763,1.0103092783505154,38.8,wannacry
810,200,198,196,195,4.153846153846154,1.005128205128205,39.0,wannacry
811,200,198,196,195,4.158974358974359,1.005128205128205,39.0,wannacry
812,200,198,196,196,4.142857142857143,1.0,39.2,wannacry
812,200,198,197,197,4.121827411167513,1.0,39.4,wannacry
813,200,198,197,197,4.126903553299492,1.0,39.4,wannacry
813,200,199,197,198,4.106060606060606,0.9949494949494948,39.6,wannacry
814,200,199,197,199,4.090452261306533,0.9899497487437184,39.8,wannacry
814,201,199,197,200,4.07,0.985,40.0,wannacry
815,201,199,197,200,4.075,0.985,40.0,wannacry
816,201,199,197,201,4.059701492537314,0.9800995024875622,40.2,wannacry
816,201,199,198,201,4.059701492537314,0.9850746268656716,40.2,wannacry
817,201,199,198,202,4.044554455445544,0.9801980198019802,40.4,wannacry
817,201,200,198,203,4.024630541871921,0.9753694581280788,40.6,wannacry
818,201,200,198,203,4.029556650246305,0.9753694581280788,40.6,wannacry
818,202,200,198,204,4.009803921568627,0.9705882352941176,40.8,wannacry
819,202,200,198,204,4.014705882352941,0.9705882352941176,40.8,wannacry
820,202,200,198,205,4.0,0.9658536585365852,41.0,wannacry
820,202,200,199,206,3.9805825242718447,0.9660194174757282,41.2,wannacry
821,202,200,199,206,3.9854368932038833,0.9660194174757282,41.2,wannacry
821,202,201,199,207,3.966183574879227,0.961352657004831,41.4,wannacry
822,202,201,199,207,3.971014492753623,0.961352657004831,41.4,wannacry
0,1,0,0,1,0.0,0.0,0.2,normal
0,2,0,0,2,0.0,0.0,0.4,normal
0,3,0,0,3,0.0,0.0,0.6,normal
0,4,0,0,4,0.0,0.0,0.8,normal
0,5,0,0,5,0.0,0.0,1.0,normal
0,6,0,0,5,0.0,0.0,1.0,normal
0,7,0,0,5,0.0,0.0,1.0,normal
0,8,0,0,5,0.0,0.0,1.0,normal
0,9,0,0,5,0.0,0.0,1.0,normal
0,10,0,0,5,0.0,0.0,1.0,normal
0,11,0,0,5,0.0,0.0,1.0,normal
0,12,0,0,5,0.0,0.0,1.0,normal
0,13,0,0,5,0.0,0.0,1.0,normal
0,14,0,0,5,0.0,0.0,1.0,normal
0,15,0,0,5,0.0,0.0,1.0,normal
0,16,0,0,5,0.0,0.0,1.0,normal
0,17,0,0,5,0.0,0.0,1.0,normal
0,18,0,0,5,0.0,0.0,1.0,normal
0,19,0,0,5,0.0,0.0,1.0,normal
0,20,0,0,5,0.0,0.0,1.0,normal
0,21,0,0,5,0.0,0.0,1.0,normal
0,22,0,0,5,0.0,0.0,1.0,normal
0,23,0,0,5,0.0,0.0,1.0,normal
0,24,0,0,5,0.0,0.0,1.0,normal
0,25,0,0,5,0.0,0.0,1.0,normal
0,26,0,0,5,0.0,0.0,1.0,normal
0,27,0,0,5,0.0,0.0,1.0,normal
0,28,0,0,5,0.0,0.0,1.0,normal
0,29,0,0,5,0.0,0.0,1.0,normal
0,30,0,0,5,0.0,0.0,1.0,normal
0,31,0,0,5,0.0,0.0,1.0,normal
0,32,0,0,5,0.0,0.0,1.0,normal
0,33,0,0,5,0.0,0.0,1.0,normal
0,34,0,0,5,0.0,0.0,1.0,normal
0,35,0,0,5,0.0,0.0,1.0,normal
0,36,0,0,5,0.0,0.0,1.0,normal
0,37,0,0,5,0.0,0.0,1.0,normal
0,38,0,0,5,0.0,0.0,1.0,normal
0,39,0,0,5,0.0,0.0,1.0,normal
0,40,0,0,5,0.0,0.0,1.0,normal
0,41,0,0,5,0.0,0.0,1.0,normal
0,42,0,0,5,0.0,0.0,1.0,normal
0,43,0,0,5,0.0,0.0,1.0,normal
0,44,0,0,5,0.0,0.0,1.0,normal
0,45,0,0,5,0.0,0.0,1.0,normal
0,46,0,0,5,0.0,0.0,1.0,normal
0,47,0,0,5,0.0,0.0,1.0,normal
0,48,0,0,5,0.0,0.0,1.0,normal
0,49,0,0,5,0.0,0.0,1.0,normal
0,50,0,0,5,0.0,0.0,1.0,normal
0,51,0,0,5,0.0,0.0,1.0,normal
0,52,0,0,5,0.0,0.0,1.0,normal
